,Extinctions,Tot_Pop,Tot_Pop_A,Tot_Pop_B,Tot_Pop_C,Tot_Pop_D,Pop,Pop_A,Pop_B,Pop_C,Pop_D,Niche,niche_A,niche_B,niche_C,niche_D
15,4,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[11.12363193]],[[6.42106118]],[[0.]],[[0.]]
16,5,5.0,2.0,3.0,0.0,0.0,[[5.]],[[2.]],[[3.]],[[0.]],[[0.]],[[0.]],[[11.48036677]],[[6.87746218]],[[0.]],[[0.]]
17,5,10.0,5.0,5.0,0.0,0.0,[[10.]],[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[11.9952999]],[[7.16525669]],[[0.]],[[0.]]
18,5,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[11.9952999]],[[7.16525669]],[[0.]],[[0.]]
19,6,5.0,2.0,3.0,0.0,0.0,[[5.]],[[2.]],[[3.]],[[0.]],[[0.]],[[0.]],[[12.32647808]],[[7.57609259]],[[0.]],[[0.]]
20,6,10.0,5.0,5.0,0.0,0.0,[[10.]],[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[12.80699163]],[[7.83782063]],[[0.]],[[0.]]
21,6,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[12.80699163]],[[7.83782063]],[[0.]],[[0.]]
22,7,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[13.56964981]],[[7.83782063]],[[0.]],[[0.]]
23,7,10.0,7.0,3.0,0.0,0.0,[[10.]],[[7.]],[[3.]],[[0.]],[[0.]],[[0.]],[[13.86284163]],[[8.21454486]],[[0.]],[[0.]]
24,7,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[13.86284163]],[[8.21454486]],[[0.]],[[0.]]
25,8,5.0,2.0,3.0,0.0,0.0,[[5.]],[[2.]],[[3.]],[[0.]],[[0.]],[[0.]],[[14.1498968]],[[8.57449363]],[[0.]],[[0.]]
26,8,10.0,5.0,5.0,0.0,0.0,[[10.]],[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[14.5697752]],[[8.80617858]],[[0.]],[[0.]]
27,8,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[14.5697752]],[[8.80617858]],[[0.]],[[0.]]
28,9,5.0,4.0,1.0,0.0,0.0,[[5.]],[[4.]],[[1.]],[[0.]],[[0.]],[[0.]],[[15.1113094]],[[8.91973521]],[[0.]],[[0.]]
29,9,10.0,8.0,2.0,0.0,0.0,[[10.]],[[8.]],[[2.]],[[0.]],[[0.]],[[0.]],[[15.63393625]],[[9.03184616]],[[0.]],[[0.]]
30,9,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[15.63393625]],[[9.03184616]],[[0.]],[[0.]]
31,10,5.0,4.0,1.0,0.0,0.0,[[5.]],[[4.]],[[1.]],[[0.]],[[0.]],[[0.]],[[16.13951269]],[[9.1425655]],[[0.]],[[0.]]
32,10,10.0,7.0,3.0,0.0,0.0,[[10.]],[[7.]],[[3.]],[[0.]],[[0.]],[[0.]],[[16.50845982]],[[9.36002938]],[[0.]],[[0.]]
33,10,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[16.50845982]],[[9.36002938]],[[0.]],[[0.]]
34,11,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[17.10557106]],[[9.36002938]],[[0.]],[[0.]]
35,11,10.0,7.0,3.0,0.0,0.0,[[10.]],[[7.]],[[3.]],[[0.]],[[0.]],[[0.]],[[17.33861924]],[[9.67696416]],[[0.]],[[0.]]
36,11,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[17.33861924]],[[9.67696416]],[[0.]],[[0.]]
37,12,5.0,3.0,2.0,0.0,0.0,[[5.]],[[3.]],[[2.]],[[0.]],[[0.]],[[0.]],[[17.68239555]],[[9.88254868]],[[0.]],[[0.]]
38,12,10.0,5.0,5.0,0.0,0.0,[[10.]],[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[17.90789035]],[[10.18306803]],[[0.]],[[0.]]
39,12,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[17.90789035]],[[10.18306803]],[[0.]],[[0.]]
40,13,5.0,3.0,2.0,0.0,0.0,[[5.]],[[3.]],[[2.]],[[0.]],[[0.]],[[0.]],[[18.24087435]],[[10.37853451]],[[0.]],[[0.]]
41,13,10.0,8.0,2.0,0.0,0.0,[[10.]],[[8.]],[[2.]],[[0.]],[[0.]],[[0.]],[[18.78265708]],[[10.37853451]],[[0.]],[[0.]]
42,13,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[18.78265708]],[[10.37853451]],[[0.]],[[0.]]
43,14,5.0,2.0,3.0,0.0,0.0,[[5.]],[[2.]],[[3.]],[[0.]],[[0.]],[[0.]],[[18.99501924]],[[10.66495786]],[[0.]],[[0.]]
44,14,10.0,5.0,5.0,0.0,0.0,[[10.]],[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[19.30915978]],[[10.85167072]],[[0.]],[[0.]]
45,14,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[19.30915978]],[[10.85167072]],[[0.]],[[0.]]
