,Extinctions,Tot_Pop,Tot_Pop_A,Tot_Pop_B,Tot_Pop_C,Tot_Pop_D,Pop,Pop_A,Pop_B,Pop_C,Pop_D,Niche,niche_A,niche_B,niche_C,niche_D
176,3,65.0,42.0,23.0,0.0,0.0,[[65.]],[[42.]],[[23.]],[[0.]],[[0.]],[[0.]],[[73.0746116]],[[20.05927812]],[[0.]],[[0.]]
177,3,64.0,43.0,21.0,0.0,0.0,[[64.]],[[43.]],[[21.]],[[0.]],[[0.]],[[0.]],[[73.29332043]],[[20.10913036]],[[0.]],[[0.]]
178,3,64.0,42.0,22.0,0.0,0.0,[[64.]],[[42.]],[[22.]],[[0.]],[[0.]],[[0.]],[[73.51137808]],[[20.15885902]],[[0.]],[[0.]]
179,3,65.0,42.0,23.0,0.0,0.0,[[65.]],[[42.]],[[23.]],[[0.]],[[0.]],[[0.]],[[73.72879033]],[[20.208465]],[[0.]],[[0.]]
180,3,64.0,42.0,22.0,0.0,0.0,[[64.]],[[42.]],[[22.]],[[0.]],[[0.]],[[0.]],[[73.94556289]],[[20.25794921]],[[0.]],[[0.]]
181,3,66.0,44.0,22.0,0.0,0.0,[[66.]],[[44.]],[[22.]],[[0.]],[[0.]],[[0.]],[[74.16170137]],[[20.30731255]],[[0.]],[[0.]]
182,3,67.0,45.0,22.0,0.0,0.0,[[67.]],[[45.]],[[22.]],[[0.]],[[0.]],[[0.]],[[74.43099122]],[[20.30731255]],[[0.]],[[0.]]
183,3,66.0,46.0,20.0,0.0,0.0,[[66.]],[[46.]],[[20.]],[[0.]],[[0.]],[[0.]],[[74.69930959]],[[20.30731255]],[[0.]],[[0.]]
184,3,66.0,46.0,20.0,0.0,0.0,[[66.]],[[46.]],[[20.]],[[0.]],[[0.]],[[0.]],[[74.91327184]],[[20.35655589]],[[0.]],[[0.]]
185,3,68.0,49.0,19.0,0.0,0.0,[[68.]],[[49.]],[[19.]],[[0.]],[[0.]],[[0.]],[[75.17986773]],[[20.35655589]],[[0.]],[[0.]]
186,3,68.0,49.0,19.0,0.0,0.0,[[68.]],[[49.]],[[19.]],[[0.]],[[0.]],[[0.]],[[75.44552092]],[[20.35655589]],[[0.]],[[0.]]
187,3,66.0,49.0,17.0,0.0,0.0,[[66.]],[[49.]],[[17.]],[[0.]],[[0.]],[[0.]],[[75.71024133]],[[20.35655589]],[[0.]],[[0.]]
188,3,67.0,50.0,17.0,0.0,0.0,[[67.]],[[50.]],[[17.]],[[0.]],[[0.]],[[0.]],[[75.97403872]],[[20.35655589]],[[0.]],[[0.]]
189,3,67.0,50.0,17.0,0.0,0.0,[[67.]],[[50.]],[[17.]],[[0.]],[[0.]],[[0.]],[[76.18441852]],[[20.40568012]],[[0.]],[[0.]]
190,3,67.0,51.0,16.0,0.0,0.0,[[67.]],[[51.]],[[16.]],[[0.]],[[0.]],[[0.]],[[76.44657854]],[[20.40568012]],[[0.]],[[0.]]
191,3,65.0,52.0,13.0,0.0,0.0,[[65.]],[[52.]],[[13.]],[[0.]],[[0.]],[[0.]],[[76.70784199]],[[20.40568012]],[[0.]],[[0.]]
192,3,65.0,52.0,13.0,0.0,0.0,[[65.]],[[52.]],[[13.]],[[0.]],[[0.]],[[0.]],[[76.91621335]],[[20.45468608]],[[0.]],[[0.]]
193,3,64.0,50.0,14.0,0.0,0.0,[[64.]],[[50.]],[[14.]],[[0.]],[[0.]],[[0.]],[[77.07212193]],[[20.55234662]],[[0.]],[[0.]]
194,3,63.0,49.0,14.0,0.0,0.0,[[63.]],[[49.]],[[14.]],[[0.]],[[0.]],[[0.]],[[77.27951043]],[[20.60100286]],[[0.]],[[0.]]
195,3,61.0,50.0,11.0,0.0,0.0,[[61.]],[[50.]],[[11.]],[[0.]],[[0.]],[[0.]],[[77.53796549]],[[20.60100286]],[[0.]],[[0.]]
196,3,61.0,49.0,12.0,0.0,0.0,[[61.]],[[49.]],[[12.]],[[0.]],[[0.]],[[0.]],[[77.74411049]],[[20.64954419]],[[0.]],[[0.]]
197,3,61.0,49.0,12.0,0.0,0.0,[[61.]],[[49.]],[[12.]],[[0.]],[[0.]],[[0.]],[[78.0010251]],[[20.64954419]],[[0.]],[[0.]]
198,3,60.0,48.0,12.0,0.0,0.0,[[60.]],[[48.]],[[12.]],[[0.]],[[0.]],[[0.]],[[78.20594872]],[[20.69797141]],[[0.]],[[0.]]
199,3,59.0,48.0,11.0,0.0,0.0,[[59.]],[[48.]],[[11.]],[[0.]],[[0.]],[[0.]],[[78.46135011]],[[20.69797141]],[[0.]],[[0.]]
