,Extinctions,Tot_Pop,Tot_Pop_A,Tot_Pop_B,Tot_Pop_C,Tot_Pop_D,Pop,Pop_A,Pop_B,Pop_C,Pop_D,Niche,niche_A,niche_B,niche_C,niche_D
184,16,40.0,25.0,15.0,0.0,0.0,[[40.]],[[25.]],[[15.]],[[0.]],[[0.]],[[0.]],[[45.37129548]],[[25.62459249]],[[0.]],[[0.]]
185,16,45.0,28.0,17.0,0.0,0.0,[[45.]],[[28.]],[[17.]],[[0.]],[[0.]],[[0.]],[[45.50340945]],[[25.70258317]],[[0.]],[[0.]]
186,16,50.0,29.0,21.0,0.0,0.0,[[50.]],[[29.]],[[21.]],[[0.]],[[0.]],[[0.]],[[45.5473622]],[[25.85785778]],[[0.]],[[0.]]
187,16,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[45.5473622]],[[25.85785778]],[[0.]],[[0.]]
188,17,5.0,2.0,3.0,0.0,0.0,[[5.]],[[2.]],[[3.]],[[0.]],[[0.]],[[0.]],[[45.63514058]],[[25.97370368]],[[0.]],[[0.]]
189,17,10.0,3.0,7.0,0.0,0.0,[[10.]],[[3.]],[[7.]],[[0.]],[[0.]],[[0.]],[[45.67896646]],[[26.12736469]],[[0.]],[[0.]]
190,17,15.0,7.0,8.0,0.0,0.0,[[15.]],[[7.]],[[8.]],[[0.]],[[0.]],[[0.]],[[45.85385069]],[[26.16563874]],[[0.]],[[0.]]
191,17,20.0,10.0,10.0,0.0,0.0,[[20.]],[[10.]],[[10.]],[[0.]],[[0.]],[[0.]],[[45.98457697]],[[26.24201912]],[[0.]],[[0.]]
192,17,25.0,14.0,11.0,0.0,0.0,[[25.]],[[14.]],[[11.]],[[0.]],[[0.]],[[0.]],[[46.15830223]],[[26.28012594]],[[0.]],[[0.]]
193,17,30.0,19.0,11.0,0.0,0.0,[[30.]],[[19.]],[[11.]],[[0.]],[[0.]],[[0.]],[[46.37454276]],[[26.28012594]],[[0.]],[[0.]]
194,17,35.0,23.0,12.0,0.0,0.0,[[35.]],[[23.]],[[12.]],[[0.]],[[0.]],[[0.]],[[46.54681123]],[[26.31817751]],[[0.]],[[0.]]
195,17,40.0,25.0,15.0,0.0,0.0,[[40.]],[[25.]],[[15.]],[[0.]],[[0.]],[[0.]],[[46.6327066]],[[26.43200307]],[[0.]],[[0.]]
196,17,45.0,29.0,16.0,0.0,0.0,[[45.]],[[29.]],[[16.]],[[0.]],[[0.]],[[0.]],[[46.80402399]],[[26.46983599]],[[0.]],[[0.]]
197,17,50.0,32.0,18.0,0.0,0.0,[[50.]],[[32.]],[[18.]],[[0.]],[[0.]],[[0.]],[[46.93210127]],[[26.54533985]],[[0.]],[[0.]]
198,17,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[46.93210127]],[[26.54533985]],[[0.]],[[0.]]
199,18,5.0,4.0,1.0,0.0,0.0,[[5.]],[[4.]],[[1.]],[[0.]],[[0.]],[[0.]],[[47.10232876]],[[26.58301125]],[[0.]],[[0.]]
