,Extinctions,Tot_Pop,Tot_Pop_A,Tot_Pop_B,Tot_Pop_C,Tot_Pop_D,Pop,Pop_A,Pop_B,Pop_C,Pop_D,Niche,niche_A,niche_B,niche_C,niche_D
24,7,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[16.38640744]],[[0.]],[[0.]],[[0.]]
25,8,5.0,4.0,1.0,0.0,0.0,[[5.]],[[4.]],[[1.]],[[0.]],[[0.]],[[0.]],[[16.86928109]],[[0.]],[[0.]],[[0.]]
26,8,10.0,9.0,1.0,0.0,0.0,[[10.]],[[9.]],[[1.]],[[0.]],[[0.]],[[0.]],[[17.45396868]],[[0.]],[[0.]],[[0.]]
27,8,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[17.45396868]],[[0.]],[[0.]],[[0.]]
28,9,5.0,4.0,1.0,0.0,0.0,[[5.]],[[4.]],[[1.]],[[0.]],[[0.]],[[0.]],[[17.90789035]],[[0.]],[[0.]],[[0.]]
29,9,10.0,8.0,2.0,0.0,0.0,[[10.]],[[8.]],[[2.]],[[0.]],[[0.]],[[0.]],[[18.35051822]],[[0.]],[[0.]],[[0.]]
30,9,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[18.35051822]],[[0.]],[[0.]],[[0.]]
31,10,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[18.88913828]],[[0.]],[[0.]],[[0.]]
32,10,10.0,9.0,1.0,0.0,0.0,[[10.]],[[9.]],[[1.]],[[0.]],[[0.]],[[0.]],[[19.30915978]],[[0.]],[[0.]],[[0.]]
33,10,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[19.30915978]],[[0.]],[[0.]],[[0.]]
34,11,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[19.82160879]],[[0.]],[[0.]],[[0.]]
35,11,10.0,10.0,0.0,0.0,0.0,[[10.]],[[10.]],[[0.]],[[0.]],[[0.]],[[0.]],[[20.32107455]],[[0.]],[[0.]],[[0.]]
36,11,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[20.32107455]],[[0.]],[[0.]],[[0.]]
37,12,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[20.808498]],[[0.]],[[0.]],[[0.]]
38,12,10.0,10.0,0.0,0.0,0.0,[[10.]],[[10.]],[[0.]],[[0.]],[[0.]],[[0.]],[[21.28471158]],[[0.]],[[0.]],[[0.]]
39,12,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[21.28471158]],[[0.]],[[0.]],[[0.]]
40,13,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[21.75045591]],[[0.]],[[0.]],[[0.]]
41,13,10.0,10.0,0.0,0.0,0.0,[[10.]],[[10.]],[[0.]],[[0.]],[[0.]],[[0.]],[[22.20639344]],[[0.]],[[0.]],[[0.]]
42,13,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[22.20639344]],[[0.]],[[0.]],[[0.]]
43,14,5.0,5.0,0.0,0.0,0.0,[[5.]],[[5.]],[[0.]],[[0.]],[[0.]],[[0.]],[[22.65311951]],[[0.]],[[0.]],[[0.]]
44,14,10.0,10.0,0.0,0.0,0.0,[[10.]],[[10.]],[[0.]],[[0.]],[[0.]],[[0.]],[[23.09117153]],[[0.]],[[0.]],[[0.]]
45,14,0.0,0.0,0.0,0.0,0.0,[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[0.]],[[23.09117153]],[[0.]],[[0.]],[[0.]]
